"Year","Year Code","State","State Code","Ten-Year Age Groups","Ten-Year Age Groups Code","Gender","Ethnicity","ICD Sub-Chapter","ICD Sub-Chapter Code","Race","Race Code","Deaths","Population","Crude Rate"
"2010","2010","Georgia","13","15-24 years","15-24","Male","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",14,354028,"Unreliable"
"2010","2010","Georgia","13","25-34 years","25-34","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","Black or African American","2054-5",21,194994,10.8
"2010","2010","Georgia","13","25-34 years","25-34","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",53,334479,15.8
"2010","2010","Georgia","13","25-34 years","25-34","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",84,194994,43.1
"2010","2010","Georgia","13","25-34 years","25-34","Male","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",18,334479,"Unreliable"
"2010","2010","Georgia","13","35-44 years","35-44","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","Black or African American","2054-5",19,196626,"Unreliable"
"2010","2010","Georgia","13","35-44 years","35-44","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",68,383803,17.7
"2010","2010","Georgia","13","35-44 years","35-44","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",38,196626,19.3
"2010","2010","Georgia","13","35-44 years","35-44","Male","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",15,383803,"Unreliable"
"2010","2010","Georgia","13","45-54 years","45-54","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","Black or African American","2054-5",12,190180,"Unreliable"
"2010","2010","Georgia","13","45-54 years","45-54","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",101,424911,23.8
"2010","2010","Georgia","13","45-54 years","45-54","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",27,190180,14.2
"2010","2010","Georgia","13","45-54 years","45-54","Male","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",11,424911,"Unreliable"
"2010","2010","Georgia","13","55-64 years","55-64","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","Black or African American","2054-5",11,123914,"Unreliable"
"2010","2010","Georgia","13","55-64 years","55-64","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",91,351650,25.9
"2010","2010","Georgia","13","65-74 years","65-74","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",70,210290,33.3
"2010","2010","Georgia","13","75-84 years","75-84","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",41,100386,40.8
"2010","2010","Georgia","13","85+ years","85+","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",14,26951,"Unreliable"
"2010","2010","Idaho","16","15-24 years","15-24","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",17,91119,"Unreliable"
"2010","2010","Idaho","16","25-34 years","25-34","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",20,87082,23
"2010","2010","Idaho","16","35-44 years","35-44","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",24,81527,29.4
"2010","2010","Idaho","16","45-54 years","45-54","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",26,92105,28.2
"2010","2010","Idaho","16","55-64 years","55-64","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",33,83087,39.7
"2010","2010","Idaho","16","65-74 years","65-74","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",15,50962,"Unreliable"
"2010","2010","Idaho","16","75-84 years","75-84","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",14,25967,"Unreliable"
"2010","2010","Illinois","17","15-24 years","15-24","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",34,530854,6.4
"2010","2010","Illinois","17","15-24 years","15-24","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",187,160395,116.6
"2010","2010","Illinois","17","15-24 years","15-24","Male","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",10,530854,"Unreliable"
"2010","2010","Illinois","17","25-34 years","25-34","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",41,528461,7.8
"2010","2010","Illinois","17","25-34 years","25-34","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",146,115985,125.9
"2010","2010","Illinois","17","35-44 years","35-44","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",53,534869,9.9
"2010","2010","Illinois","17","35-44 years","35-44","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",44,112531,39.1
"2010","2010","Illinois","17","45-54 years","45-54","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",74,656217,11.3
"2010","2010","Illinois","17","45-54 years","45-54","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",14,119667,"Unreliable"
"2010","2010","Illinois","17","55-64 years","55-64","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",66,539627,12.2
"2010","2010","Illinois","17","65-74 years","65-74","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",39,304561,12.8
"2010","2010","Illinois","17","75-84 years","75-84","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",38,177390,21.4
"2010","2010","Illinois","17","85+ years","85+","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",16,63276,"Unreliable"
"2010","2010","Indiana","18","15-24 years","15-24","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",37,370616,10
"2010","2010","Indiana","18","15-24 years","15-24","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",42,52108,80.6
"2010","2010","Indiana","18","15-24 years","15-24","Male","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",16,370616,"Unreliable"
"2010","2010","Indiana","18","25-34 years","25-34","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",39,324482,12
"2010","2010","Indiana","18","25-34 years","25-34","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",39,40930,95.3
"2010","2010","Indiana","18","25-34 years","25-34","Male","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",12,324482,"Unreliable"
"2010","2010","Indiana","18","35-44 years","35-44","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",45,344226,13.1
"2010","2010","Indiana","18","35-44 years","35-44","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",18,37770,"Unreliable"
"2010","2010","Indiana","18","45-54 years","45-54","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",92,406135,22.7
"2010","2010","Indiana","18","45-54 years","45-54","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",14,37532,"Unreliable"
"2010","2010","Indiana","18","45-54 years","45-54","Male","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",11,406135,"Unreliable"
"2010","2010","Indiana","18","55-64 years","55-64","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",66,335333,19.7
"2010","2010","Indiana","18","65-74 years","65-74","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",37,192257,19.2
"2010","2010","Indiana","18","75-84 years","75-84","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",28,103683,27
"2010","2010","Indiana","18","85+ years","85+","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",11,33399,"Unreliable"
"2010","2010","Iowa","19","15-24 years","15-24","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",20,186713,10.7
"2010","2010","Iowa","19","25-34 years","25-34","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",23,167079,13.8
"2010","2010","Iowa","19","35-44 years","35-44","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",19,162007,"Unreliable"
"2010","2010","Iowa","19","45-54 years","45-54","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",33,203939,16.2
"2010","2010","Iowa","19","55-64 years","55-64","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",22,177146,12.4
"2010","2010","Iowa","19","65-74 years","65-74","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",24,102261,23.5
"2010","2010","Iowa","19","75-84 years","75-84","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",13,62689,"Unreliable"
"2010","2010","Kansas","20","15-24 years","15-24","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",24,155702,15.4
"2010","2010","Kansas","20","15-24 years","15-24","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",11,17429,"Unreliable"
"2010","2010","Kansas","20","25-34 years","25-34","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",28,142708,19.6
"2010","2010","Kansas","20","35-44 years","35-44","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",27,134390,20.1
"2010","2010","Kansas","20","45-54 years","45-54","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",38,169635,22.4
"2010","2010","Kansas","20","55-64 years","55-64","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",30,145233,20.7
"2010","2010","Kansas","20","65-74 years","65-74","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",17,81158,"Unreliable"
"2010","2010","Kentucky","21","15-24 years","15-24","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",24,249911,9.6
"2010","2010","Kentucky","21","15-24 years","15-24","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",10,31362,"Unreliable"
"2010","2010","Kentucky","21","15-24 years","15-24","Male","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",12,249911,"Unreliable"
"2010","2010","Kentucky","21","25-34 years","25-34","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",44,238486,18.4
"2010","2010","Kentucky","21","25-34 years","25-34","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",15,25504,"Unreliable"
"2010","2010","Kentucky","21","35-44 years","35-44","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",54,250379,21.6
"2010","2010","Kentucky","21","35-44 years","35-44","Male","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",11,250379,"Unreliable"
"2010","2010","Kentucky","21","45-54 years","45-54","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",88,282910,31.1
"2010","2010","Kentucky","21","45-54 years","45-54","Male","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",15,282910,"Unreliable"
"2010","2010","Kentucky","21","55-64 years","55-64","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",65,240110,27.1
"2010","2010","Kentucky","21","65-74 years","65-74","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",39,142346,27.4
"2010","2010","Kentucky","21","75-84 years","75-84","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",25,71044,35.2
"2010","2010","Kentucky","21","85+ years","85+","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",10,19874,"Unreliable"
"2010","2010","Louisiana","22","15-24 years","15-24","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",28,183046,15.3
"2010","2010","Louisiana","22","15-24 years","15-24","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",127,123910,102.5
"2010","2010","Louisiana","22","25-34 years","25-34","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","Black or African American","2054-5",14,98832,"Unreliable"
"2010","2010","Louisiana","22","25-34 years","25-34","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",45,183488,24.5
"2010","2010","Louisiana","22","25-34 years","25-34","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",98,98832,99.2
"2010","2010","Louisiana","22","25-34 years","25-34","Male","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",14,183488,"Unreliable"
"2010","2010","Louisiana","22","35-44 years","35-44","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",50,174538,28.6
"2010","2010","Louisiana","22","35-44 years","35-44","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",46,81057,56.8
"2010","2010","Louisiana","22","45-54 years","45-54","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",49,209142,23.4
"2010","2010","Louisiana","22","45-54 years","45-54","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",17,92507,"Unreliable"
"2010","2010","Louisiana","22","45-54 years","45-54","Male","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",11,209142,"Unreliable"
"2010","2010","Louisiana","22","55-64 years","55-64","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",44,178328,24.7
"2010","2010","Louisiana","22","65-74 years","65-74","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",36,105693,34.1
"2010","2010","Louisiana","22","75-84 years","75-84","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",21,56767,37
"2010","2010","Louisiana","22","85+ years","85+","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",12,16257,"Unreliable"
"2010","2010","Maine","23","15-24 years","15-24","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",11,79771,"Unreliable"
"2010","2010","Maine","23","25-34 years","25-34","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",10,67550,"Unreliable"
"2010","2010","Maine","23","35-44 years","35-44","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",10,80291,"Unreliable"
"2010","2010","Maine","23","45-54 years","45-54","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",21,103544,20.3
"2010","2010","Maine","23","55-64 years","55-64","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",13,92150,"Unreliable"
"2010","2010","Maryland","24","15-24 years","15-24","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",15,206436,"Unreliable"
"2010","2010","Maryland","24","15-24 years","15-24","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",88,134066,65.6
